date,description,amount,transaction_type,account_name,category,source_dataset,description_clean,date_month,date_day_of_week
2019-04-25,Starbucks,122.08,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,4,Thursday
2022-09-01,Almost outside middle.,696.49,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,almost outside middle,9,Thursday
2019-06-28,Grocery Store,170.05,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,6,Friday
2018-04-11,Mediterranean Restaurant,114.59,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,4,Wednesday
2019-04-19,Amazon,102.48,debit,Silver Card,Haircut,aug_personal_transactions_with_UserId.csv,amazon,4,Friday
2019-02-13,Phone Company,82.09,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,phone company,2,Wednesday
2023-09-16,Quite everyone as generation.,1984.77,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,quite everyone as generation,9,Saturday
2018-04-01,Greek Restaurant,123.52,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,greek restaurant,4,Sunday
2018-04-12,City Water Charges,157.23,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,city water charges,4,Thursday
2018-08-27,Biweekly Paycheck,54.14,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,8,Monday
2018-11-15,American Tavern,169.52,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,11,Thursday
2019-08-11,Internet Service Provider,198.93,credit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,internet service provider,8,Sunday
2018-06-05,Gas Company,38.58,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,gas company,6,Tuesday
2022-04-16,International break surface three.,763.0,income,unknown,Investment,Personal_Finance_Dataset.csv,international break surface three,4,Saturday
2020-09-11,Doctor mr.,147.22,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,doctor mr,9,Friday
2024-07-07,Thousand live land hard.,1794.97,expense,unknown,Dining,Personal_Finance_Dataset.csv,thousand live land hard,7,Sunday
2018-03-06,Brunch Restaurant,32.01,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brunch restaurant,3,Tuesday
2018-03-30,American Tavern,95.59,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,3,Friday
2018-04-17,American Tavern,7.14,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,4,Tuesday
2019-07-16,Grocery Store,63.61,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2022-05-09,Miss reduce animal clearly cell.,1075.91,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,miss reduce animal clearly cell,5,Monday
2019-06-21,Credit Card Payment,153.12,credit,Checking,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,credit card payment,6,Friday
2018-04-08,Internet Service Provider,86.17,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,internet service provider,4,Sunday
2022-07-27,Voice american seven discussion.,215.55,expense,unknown,Shopping,Personal_Finance_Dataset.csv,voice american seven discussion,7,Wednesday
2024-09-15,Or phone.,1697.54,expense,unknown,Dining,Personal_Finance_Dataset.csv,or phone,9,Sunday
2023-05-22,Old particularly.,1443.62,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,old particularly,5,Monday
2024-05-31,Ground city still.,1410.44,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,ground city still,5,Friday
2019-04-16,Credit Card Payment,181.52,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,4,Tuesday
2018-10-22,Amazon,50.51,credit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,amazon,10,Monday
2018-04-23,Greek Restaurant,57.47,credit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,greek restaurant,4,Monday
2018-07-04,American Tavern,173.46,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,7,Wednesday
2018-06-23,Credit Card Payment,146.17,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,6,Saturday
2018-11-02,Credit Card Payment,53.25,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,credit card payment,11,Friday
2019-08-25,Italian Restaurant,118.09,debit,Silver Card,Internet,aug_personal_transactions_with_UserId.csv,italian restaurant,8,Sunday
2019-01-20,Power Company,45.75,debit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,power company,1,Sunday
2024-10-15,Very figure drive special.,1958.95,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,very figure drive special,10,Tuesday
2019-02-10,Brunch Restaurant,6.81,credit,Platinum Card,Electronics & Software,aug_personal_transactions_with_UserId.csv,brunch restaurant,2,Sunday
2019-10-06,BP,100.22,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,bp,10,Sunday
2018-05-29,Grocery Store,41.85,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,5,Tuesday
2024-10-18,Outside with each animal.,932.87,expense,unknown,Travel,Personal_Finance_Dataset.csv,outside with each animal,10,Friday
2018-11-29,Credit Card Payment,751.5,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,11,Thursday
2023-12-25,Event smile popular hundred live.,1901.21,expense,unknown,Income,Personal_Finance_Dataset.csv,event smile popular hundred live,12,Monday
2018-04-01,Credit Card Payment,172.94,credit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,4,Sunday
2019-06-22,Credit Card Payment,75.56,debit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,6,Saturday
2018-05-06,Hardware Store,22.37,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,hardware store,5,Sunday
2018-08-14,Credit Card Payment,81.02,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,8,Tuesday
2018-05-27,Brunch Restaurant,6.68,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,brunch restaurant,5,Sunday
2019-05-29,Phone Company,125.07,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,phone company,5,Wednesday
2019-03-28,Netflix,6.77,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,netflix,3,Thursday
2023-01-11,Move outside value.,1190.0,income,unknown,Other,Personal_Finance_Dataset.csv,move outside value,1,Wednesday
2018-11-05,Biweekly Paycheck,58.98,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,biweekly paycheck,11,Monday
2020-08-08,Address century that wide.,1081.06,expense,unknown,Shopping,Personal_Finance_Dataset.csv,address century that wide,8,Saturday
2018-06-23,Credit Card Payment,81.31,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,6,Saturday
2018-11-18,Credit Card Payment,151.78,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,11,Sunday
2020-02-16,Much rich think.,1023.96,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,much rich think,2,Sunday
2019-04-03,Phone Company,164.0,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,phone company,4,Wednesday
2023-05-02,Likely push.,688.11,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,likely push,5,Tuesday
2018-07-30,Grocery Store,30.59,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,7,Monday
2018-04-10,Biweekly Paycheck,177.54,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Tuesday
2018-03-25,Credit Card Payment,173.78,debit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,credit card payment,3,Sunday
2019-08-09,Biweekly Paycheck,81.27,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,8,Friday
2018-08-19,Thai Restaurant,33.11,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,thai restaurant,8,Sunday
2019-08-20,Gas Company,48.01,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,gas company,8,Tuesday
2019-11-26,American Tavern,190.62,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,11,Tuesday
2018-10-09,Gas Company,30.0,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,gas company,10,Tuesday
2019-04-18,Amazon,192.67,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,amazon,4,Thursday
2019-09-09,Grocery Store,181.33,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,9,Monday
2019-05-06,Amazon,16.94,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,5,Monday
2019-02-24,Brunch Restaurant,62.43,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,brunch restaurant,2,Sunday
2018-02-07,Credit Card Payment,154.13,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,2,Wednesday
2019-12-13,Brewing Company,41.98,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,brewing company,12,Friday
2018-03-09,Spotify,24.12,credit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,spotify,3,Friday
2019-07-18,BP,36.42,debit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,bp,7,Thursday
2019-05-06,QuikTrip,103.39,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,quiktrip,5,Monday
2019-03-24,Grocery Store,166.59,debit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,3,Sunday
2018-06-12,Sushi Restaurant,131.46,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,sushi restaurant,6,Tuesday
2018-10-19,Starbucks,9.34,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,10,Friday
2019-06-06,Mortgage Payment,169.95,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,mortgage payment,6,Thursday
2018-08-20,Amazon,140.66,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,amazon,8,Monday
2019-07-19,Mexican Restaurant,28.0,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,mexican restaurant,7,Friday
2019-05-14,Credit Card Payment,93.37,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,5,Tuesday
2018-09-16,Credit Card Payment,184.17,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,9,Sunday
2019-03-19,Mexican Restaurant,32.51,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,mexican restaurant,3,Tuesday
2018-07-11,Grocery Store,59.3,credit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,grocery store,7,Wednesday
2018-02-27,Gas Company,83.12,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,gas company,2,Tuesday
2018-10-27,Valero,60.0,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,valero,10,Saturday
2018-11-21,Hardware Store,88.77,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,hardware store,11,Wednesday
2019-10-22,Credit Card Payment,82.36,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,10,Tuesday
2018-06-07,Thai Restaurant,157.65,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,thai restaurant,6,Thursday
2018-04-05,Hardware Store,3.55,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,hardware store,4,Thursday
2019-04-17,Greek Restaurant,1.44,debit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,greek restaurant,4,Wednesday
2020-05-15,True building card.,919.88,expense,unknown,Travel,Personal_Finance_Dataset.csv,true building card,5,Friday
2018-05-31,Biweekly Paycheck,179.8,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,5,Thursday
2019-03-07,Belgian Restaurant,152.07,credit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,belgian restaurant,3,Thursday
2019-04-04,Biweekly Paycheck,70.05,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Thursday
2018-05-21,Credit Card Payment,283.07,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,5,Monday
2018-09-19,Hardware Store,159.62,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,hardware store,9,Wednesday
2018-05-13,Credit Card Payment,157.95,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,5,Sunday
2019-07-16,Grocery Store,154.41,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2024-10-09,Key place tree.,905.21,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,key place tree,10,Wednesday
2018-06-02,Credit Card Payment,35.79,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,6,Saturday
2019-08-12,Phone Company,65.0,debit,Checking,Mobile Phone,aug_personal_transactions_with_UserId.csv,phone company,8,Monday
2023-10-14,Rule too.,1508.0,income,unknown,Investment,Personal_Finance_Dataset.csv,rule too,10,Saturday
2018-10-11,Brewing Company,39.83,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,10,Thursday
2019-04-04,Credit Card Payment,164.91,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2018-06-12,Brunch Restaurant,102.65,credit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,brunch restaurant,6,Tuesday
2018-01-26,City Water Charges,138.83,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,city water charges,1,Friday
2018-11-23,Biweekly Paycheck,2000.0,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,biweekly paycheck,11,Friday
2021-06-28,Available wrong look husband.,1856.0,income,unknown,Investment,Personal_Finance_Dataset.csv,available wrong look husband,6,Monday
2019-01-25,American Tavern,116.59,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,1,Friday
2019-09-01,New York Deli,107.38,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,new york deli,9,Sunday
2019-08-22,Credit Card Payment,178.13,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,8,Thursday
2019-03-05,Amazon,154.8,credit,Platinum Card,Electronics & Software,aug_personal_transactions_with_UserId.csv,amazon,3,Tuesday
2019-01-12,Starbucks,92.16,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,1,Saturday
2018-06-14,Shell,34.81,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,shell,6,Thursday
2018-08-03,Grocery Store,6.27,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,8,Friday
2019-11-15,Internet Service Provider,51.15,credit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,internet service provider,11,Friday
2018-06-20,Credit Card Payment,89.45,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,6,Wednesday
2018-08-08,Biweekly Paycheck,66.78,credit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,biweekly paycheck,8,Wednesday
2023-09-16,Money but report question.,295.02,expense,unknown,Income,Personal_Finance_Dataset.csv,money but report question,9,Saturday
2018-12-23,Internet Service Provider,21.81,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,12,Sunday
2018-07-22,Grocery Store,70.44,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2019-05-21,Credit Card Payment,177.28,credit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,5,Tuesday
2018-04-24,Amazon,41.34,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,4,Tuesday
2018-11-06,Brunch Restaurant,190.46,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,brunch restaurant,11,Tuesday
2018-03-17,Phone Company,50.39,credit,Silver Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,phone company,3,Saturday
2019-10-22,Biweekly Paycheck,151.46,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,10,Tuesday
2019-07-07,Credit Card Payment,162.5,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2019-08-18,American Tavern,68.63,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,american tavern,8,Sunday
2018-11-04,Grocery Store,103.71,debit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,grocery store,11,Sunday
2023-11-08,Fight nice less agree able.,1379.53,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,fight nice less agree able,11,Wednesday
2019-06-15,Credit Card Payment,14.12,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,6,Saturday
2019-07-16,BP,62.62,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bp,7,Tuesday
2018-07-14,Grocery Store,125.64,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-06-19,Credit Card Payment,161.53,credit,Platinum Card,Haircut,aug_personal_transactions_with_UserId.csv,credit card payment,6,Tuesday
2019-01-16,Internet Service Provider,93.62,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,internet service provider,1,Wednesday
2018-04-08,Amazon,15.7,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,amazon,4,Sunday
2018-05-09,Credit Card Payment,601.4,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,5,Wednesday
2022-03-27,Fear approach take case customer.,1055.76,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,fear approach take case customer,3,Sunday
2018-05-26,Amazon,175.96,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,amazon,5,Saturday
2019-03-15,Starbucks,112.84,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,3,Friday
2019-06-28,Credit Card Payment,28.91,credit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,6,Friday
2019-04-04,Netflix,94.87,debit,Silver Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,netflix,4,Thursday
2018-10-07,Grocery Store,176.82,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,10,Sunday
2018-12-24,Gas Company,28.19,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas company,12,Monday
2019-03-15,Movie Theater,103.87,debit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,movie theater,3,Friday
2019-12-06,German Restaurant,38.63,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,german restaurant,12,Friday
2019-03-27,Grocery Store,4.46,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Wednesday
2020-07-13,Reach under.,1321.11,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,reach under,7,Monday
2019-09-19,Starbucks,2.75,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,9,Thursday
2021-12-13,Name machine tree maybe.,106.83,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,name machine tree maybe,12,Monday
2019-07-23,Grocery Store,47.7,credit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2020-03-09,Security arm.,1858.91,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,security arm,3,Monday
2022-06-07,Detail contain attention measure indeed.,1321.98,expense,unknown,Income,Personal_Finance_Dataset.csv,detail contain attention measure indeed,6,Tuesday
2018-03-13,BP,60.69,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,bp,3,Tuesday
2019-06-22,American Tavern,78.6,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,6,Saturday
2019-10-02,BP,113.33,debit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,bp,10,Wednesday
2018-09-24,Credit Card Payment,128.85,credit,Platinum Card,Haircut,aug_personal_transactions_with_UserId.csv,credit card payment,9,Monday
2019-01-31,American Tavern,39.88,credit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,american tavern,1,Thursday
2018-05-31,Credit Card Payment,135.84,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,credit card payment,5,Thursday
2018-10-11,Spotify,104.67,debit,Checking,Haircut,aug_personal_transactions_with_UserId.csv,spotify,10,Thursday
2018-04-15,BP,94.27,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,bp,4,Sunday
2019-09-13,Brunch Restaurant,173.99,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,brunch restaurant,9,Friday
2018-10-31,Amazon Video,10.22,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,amazon video,10,Wednesday
2020-06-22,International second former reflect.,1962.0,income,unknown,Other,Personal_Finance_Dataset.csv,international second former reflect,6,Monday
2018-03-13,Credit Card Payment,197.53,debit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,credit card payment,3,Tuesday
2018-12-15,Grocery Store,94.61,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,12,Saturday
2018-07-25,American Tavern,28.64,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,american tavern,7,Wednesday
2018-09-14,Grocery Store,61.3,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,9,Friday
2018-12-07,Credit Card Payment,55.01,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,12,Friday
2018-04-10,Tiny Deli,100.49,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,tiny deli,4,Tuesday
2018-10-04,State Farm,67.78,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,state farm,10,Thursday
2023-05-14,Should page camera.,454.24,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,should page camera,5,Sunday
2018-11-18,Barbershop,136.28,credit,Silver Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,barbershop,11,Sunday
2019-06-26,Gas Company,119.97,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,gas company,6,Wednesday
2018-10-03,Mortgage Payment,141.61,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,mortgage payment,10,Wednesday
2018-12-29,Credit Card Payment,860.05,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,12,Saturday
2018-04-24,American Tavern,73.7,debit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,american tavern,4,Tuesday
2022-01-16,Natural together.,831.79,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,natural together,1,Sunday
2019-10-14,Thai Restaurant,130.64,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,thai restaurant,10,Monday
2019-01-22,State Farm,173.01,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,state farm,1,Tuesday
2019-09-08,BP,132.28,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,bp,9,Sunday
2019-10-24,Biweekly Paycheck,195.14,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,10,Thursday
2018-03-26,American Tavern,183.05,debit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,american tavern,3,Monday
2018-06-14,Starbucks,138.45,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,6,Thursday
2024-12-28,Quite as when.,514.09,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,quite as when,12,Saturday
2019-04-22,City Water Charges,93.06,credit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,city water charges,4,Monday
2022-12-03,First next popular.,195.75,expense,unknown,Travel,Personal_Finance_Dataset.csv,first next popular,12,Saturday
2018-08-15,City Water Charges,87.97,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,city water charges,8,Wednesday
2019-09-06,Grocery Store,50.89,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,grocery store,9,Friday
2024-04-10,Capital program story mention majority.,396.71,expense,unknown,Travel,Personal_Finance_Dataset.csv,capital program story mention majority,4,Wednesday
2024-03-13,New type pm.,1822.86,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,new type pm,3,Wednesday
2018-03-18,Grocery Store,12.65,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,3,Sunday
2019-01-03,Shell,157.37,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,shell,1,Thursday
2018-06-30,QuikTrip,7.46,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,quiktrip,6,Saturday
2018-06-04,Mortgage Payment,166.36,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,mortgage payment,6,Monday
2019-07-12,Credit Card Payment,146.21,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2023-12-27,Discuss wall ahead scene.,1124.7,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,discuss wall ahead scene,12,Wednesday
2019-06-07,Credit Card Payment,458.56,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,6,Friday
2018-02-19,Credit Card Payment,138.36,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,2,Monday
2019-09-06,Credit Card Payment,502.75,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,9,Friday
2018-04-17,Credit Card Payment,179.4,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,4,Tuesday
2018-12-06,Mediterranean Restaurant,92.93,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,12,Thursday
2021-03-17,Present discussion.,1031.34,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,present discussion,3,Wednesday
2019-07-09,Credit Card Payment,191.45,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-05-23,Starbucks,65.01,credit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,5,Wednesday
2019-08-29,Wendy's,17.4,credit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,wendy s,8,Thursday
2019-08-02,Shell,197.47,credit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,shell,8,Friday
2019-05-16,Barbershop,123.1,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,barbershop,5,Thursday
2019-07-23,Credit Card Payment,13.64,debit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2019-04-20,Hardware Store,63.35,debit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,hardware store,4,Saturday
2018-05-03,Credit Card Payment,66.91,credit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,5,Thursday
2018-06-24,Movie Theater,154.1,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,movie theater,6,Sunday
2018-11-05,Credit Card Payment,3.59,credit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,11,Monday
