date,description,amount,category,source_dataset,description_clean,date_month,date_day_of_week
2018-07-09,Phone Company,12.92,Coffee Shops,aug_personal_transactions_with_UserId.csv,phone company,7,Monday
2018-07-09,Phone Company,179.27,Internet,aug_personal_transactions_with_UserId.csv,phone company,7,Monday
2018-07-09,Spotify,10.69,Music,aug_personal_transactions_with_UserId.csv,spotify,7,Monday
2018-07-10,Amazon,122.78,Groceries,aug_personal_transactions_with_UserId.csv,amazon,7,Tuesday
2018-07-10,Barbershop,52.81,Credit Card Payment,aug_personal_transactions_with_UserId.csv,barbershop,7,Tuesday
2018-07-10,Barbershop,154.99,Paycheck,aug_personal_transactions_with_UserId.csv,barbershop,7,Tuesday
2018-07-10,Brunch Restaurant,54.85,Shopping,aug_personal_transactions_with_UserId.csv,brunch restaurant,7,Tuesday
2018-07-10,City Water Charges,31.53,Haircut,aug_personal_transactions_with_UserId.csv,city water charges,7,Tuesday
2018-07-10,Credit Card Payment,242.16,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-10,Credit Card Payment,143.31,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-10,Credit Card Payment,174.0,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-10,Credit Card Payment,66.67,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-10,Gas Company,30.0,Bills & Utilities,aug_personal_transactions_with_UserId.csv,gas company,7,Tuesday
2018-07-10,Gas Company,178.14,Television,aug_personal_transactions_with_UserId.csv,gas company,7,Tuesday
2018-07-10,Grocery Store,5.39,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-07-10,Grocery Store,139.51,Haircut,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-07-10,Grocery Store,24.14,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-07-10,Internet Service Provider,162.63,Mobile Phone,aug_personal_transactions_with_UserId.csv,internet service provider,7,Tuesday
2018-07-10,Internet Service Provider,15.64,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,7,Tuesday
2018-07-10,Netflix,49.3,Paycheck,aug_personal_transactions_with_UserId.csv,netflix,7,Tuesday
2018-07-10,Netflix,22.19,Gas & Fuel,aug_personal_transactions_with_UserId.csv,netflix,7,Tuesday
2018-07-10,Shell,91.18,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,shell,7,Tuesday
2018-07-10,Starbucks,150.54,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,starbucks,7,Tuesday
2018-07-10,State Farm,33.25,Gas & Fuel,aug_personal_transactions_with_UserId.csv,state farm,7,Tuesday
2018-07-11,Amazon,5.65,Mobile Phone,aug_personal_transactions_with_UserId.csv,amazon,7,Wednesday
2018-07-11,Biweekly Paycheck,9.1,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Wednesday
2018-07-11,BP,76.15,Restaurants,aug_personal_transactions_with_UserId.csv,bp,7,Wednesday
2018-07-11,Brunch Restaurant,132.46,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brunch restaurant,7,Wednesday
2018-07-11,Credit Card Payment,157.31,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Wednesday
2018-07-11,Credit Card Payment,181.84,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,7,Wednesday
2018-07-11,Credit Card Payment,75.29,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,7,Wednesday
2018-07-11,Grocery Store,59.3,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,grocery store,7,Wednesday
2018-07-11,Grocery Store,173.63,Movies & Dvds,aug_personal_transactions_with_UserId.csv,grocery store,7,Wednesday
2018-07-11,Grocery Store,13.31,Home Improvement,aug_personal_transactions_with_UserId.csv,grocery store,7,Wednesday
2018-07-11,Grocery Store,81.33,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Wednesday
2018-07-11,Internet Service Provider,44.1,Electronics & Software,aug_personal_transactions_with_UserId.csv,internet service provider,7,Wednesday
2018-07-11,Internet Service Provider,137.0,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,7,Wednesday
2018-07-11,Phone Company,89.46,Mobile Phone,aug_personal_transactions_with_UserId.csv,phone company,7,Wednesday
2018-07-11,QuikTrip,39.58,Groceries,aug_personal_transactions_with_UserId.csv,quiktrip,7,Wednesday
2018-07-11,QuikTrip,144.83,Credit Card Payment,aug_personal_transactions_with_UserId.csv,quiktrip,7,Wednesday
2018-07-11,Spotify,158.91,Bills & Utilities,aug_personal_transactions_with_UserId.csv,spotify,7,Wednesday
2018-07-11,Spotify,69.84,Restaurants,aug_personal_transactions_with_UserId.csv,spotify,7,Wednesday
2018-07-12,Amazon,145.61,Internet,aug_personal_transactions_with_UserId.csv,amazon,7,Thursday
2018-07-12,Bakery Place,78.77,Groceries,aug_personal_transactions_with_UserId.csv,bakery place,7,Thursday
2018-07-12,BBQ Restaurant,145.41,Groceries,aug_personal_transactions_with_UserId.csv,bbq restaurant,7,Thursday
2018-07-12,BBQ Restaurant,159.14,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bbq restaurant,7,Thursday
2018-07-12,BP,88.19,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,bp,7,Thursday
2018-07-12,Credit Card Payment,31.84,Restaurants,aug_personal_transactions_with_UserId.csv,credit card payment,7,Thursday
2018-07-12,Gas Company,13.02,Groceries,aug_personal_transactions_with_UserId.csv,gas company,7,Thursday
2018-07-12,Hardware Store,120.48,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,7,Thursday
2018-07-12,Internet Service Provider,153.89,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,7,Thursday
2018-07-12,Movie Theater,94.01,Coffee Shops,aug_personal_transactions_with_UserId.csv,movie theater,7,Thursday
2018-07-12,Pizza Place,188.38,Shopping,aug_personal_transactions_with_UserId.csv,pizza place,7,Thursday
2018-07-12,Power Company,124.27,Gas & Fuel,aug_personal_transactions_with_UserId.csv,power company,7,Thursday
2018-07-12,Power Company,112.68,Credit Card Payment,aug_personal_transactions_with_UserId.csv,power company,7,Thursday
2018-07-12,State Farm,153.24,Internet,aug_personal_transactions_with_UserId.csv,state farm,7,Thursday
2018-07-12,Tiny Deli,148.58,Coffee Shops,aug_personal_transactions_with_UserId.csv,tiny deli,7,Thursday
2018-07-12,Wendy's,38.08,Television,aug_personal_transactions_with_UserId.csv,wendy s,7,Thursday
2018-07-13,Amazon,153.08,Credit Card Payment,aug_personal_transactions_with_UserId.csv,amazon,7,Friday
2018-07-13,American Tavern,119.45,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,7,Friday
2018-07-13,American Tavern,185.36,Bills & Utilities,aug_personal_transactions_with_UserId.csv,american tavern,7,Friday
2018-07-13,Bakery Place,7.91,Bills & Utilities,aug_personal_transactions_with_UserId.csv,bakery place,7,Friday
2018-07-13,Best Buy,36.68,Credit Card Payment,aug_personal_transactions_with_UserId.csv,best buy,7,Friday
2018-07-13,Biweekly Paycheck,149.83,Bills & Utilities,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Friday
2018-07-13,Bojangles,135.19,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,bojangles,7,Friday
2018-07-13,Brewing Company,134.9,Mobile Phone,aug_personal_transactions_with_UserId.csv,brewing company,7,Friday
2018-07-13,City Water Charges,8.67,Auto Insurance,aug_personal_transactions_with_UserId.csv,city water charges,7,Friday
2018-07-13,Credit Card Payment,20.98,Restaurants,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-13,Credit Card Payment,111.72,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-13,Grocery Store,184.99,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Friday
2018-07-13,Grocery Store,43.66,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Friday
2018-07-13,Internet Service Provider,30.65,Groceries,aug_personal_transactions_with_UserId.csv,internet service provider,7,Friday
2018-07-13,Mediterranean Restaurant,188.02,Auto Insurance,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,7,Friday
2018-07-13,Pizza Place,148.17,Movies & Dvds,aug_personal_transactions_with_UserId.csv,pizza place,7,Friday
2018-07-13,Power Company,97.18,Music,aug_personal_transactions_with_UserId.csv,power company,7,Friday
2018-07-13,Power Company,19.58,Electronics & Software,aug_personal_transactions_with_UserId.csv,power company,7,Friday
2018-07-13,Starbucks,143.75,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,7,Friday
2018-07-14,American Tavern,187.86,Shopping,aug_personal_transactions_with_UserId.csv,american tavern,7,Saturday
2018-07-14,Biweekly Paycheck,17.73,Restaurants,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Saturday
2018-07-14,BP,86.98,Shopping,aug_personal_transactions_with_UserId.csv,bp,7,Saturday
2018-07-14,Chevron,18.34,Credit Card Payment,aug_personal_transactions_with_UserId.csv,chevron,7,Saturday
2018-07-14,City Water Charges,109.01,Electronics & Software,aug_personal_transactions_with_UserId.csv,city water charges,7,Saturday
2018-07-14,Credit Card Payment,1.02,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,7,Saturday
2018-07-14,Go Mart,33.51,Gas & Fuel,aug_personal_transactions_with_UserId.csv,go mart,7,Saturday
2018-07-14,Greek Restaurant,142.37,Credit Card Payment,aug_personal_transactions_with_UserId.csv,greek restaurant,7,Saturday
2018-07-14,Greek Restaurant,167.47,Credit Card Payment,aug_personal_transactions_with_UserId.csv,greek restaurant,7,Saturday
2018-07-14,Grocery Store,6.21,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-14,Grocery Store,125.64,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-14,Grocery Store,135.32,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-14,Grocery Store,104.29,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-14,Hardware Store,104.75,Fast Food,aug_personal_transactions_with_UserId.csv,hardware store,7,Saturday
2018-07-14,Starbucks,199.05,Music,aug_personal_transactions_with_UserId.csv,starbucks,7,Saturday
2018-07-14,Starbucks,27.31,Bills & Utilities,aug_personal_transactions_with_UserId.csv,starbucks,7,Saturday
2018-07-14,Valero,141.76,Credit Card Payment,aug_personal_transactions_with_UserId.csv,valero,7,Saturday
2018-07-15,Amazon,198.57,Shopping,aug_personal_transactions_with_UserId.csv,amazon,7,Sunday
2018-07-15,Amazon,191.06,Groceries,aug_personal_transactions_with_UserId.csv,amazon,7,Sunday
2018-07-15,American Tavern,19.95,Home Improvement,aug_personal_transactions_with_UserId.csv,american tavern,7,Sunday
2018-07-15,American Tavern,59.56,Mobile Phone,aug_personal_transactions_with_UserId.csv,american tavern,7,Sunday
2018-07-15,Biweekly Paycheck,142.84,Restaurants,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Sunday
2018-07-15,Biweekly Paycheck,148.27,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Sunday
2018-07-15,Biweekly Paycheck,123.52,Haircut,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Sunday
2018-07-15,Circle K,36.24,Gas & Fuel,aug_personal_transactions_with_UserId.csv,circle k,7,Sunday
2018-07-15,Credit Card Payment,74.52,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-15,Credit Card Payment,86.75,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-15,Credit Card Payment,132.74,Fast Food,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-15,Credit Card Payment,48.41,Restaurants,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-15,Gas Company,104.81,Groceries,aug_personal_transactions_with_UserId.csv,gas company,7,Sunday
2018-07-15,Grocery Store,40.02,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-15,Grocery Store,161.39,Gas & Fuel,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-15,Grocery Store,149.94,Music,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-15,Grocery Store,138.47,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-15,Grocery Store,17.26,Coffee Shops,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-15,Grocery Store,57.52,Restaurants,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-15,Internet Service Provider,117.39,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,7,Sunday
2018-07-15,Internet Service Provider,32.0,Paycheck,aug_personal_transactions_with_UserId.csv,internet service provider,7,Sunday
2018-07-15,Mortgage Payment,66.76,Restaurants,aug_personal_transactions_with_UserId.csv,mortgage payment,7,Sunday
2018-07-15,Netflix,167.75,Gas & Fuel,aug_personal_transactions_with_UserId.csv,netflix,7,Sunday
2018-07-15,Power Company,168.22,Coffee Shops,aug_personal_transactions_with_UserId.csv,power company,7,Sunday
2018-07-15,Spotify,99.6,Bills & Utilities,aug_personal_transactions_with_UserId.csv,spotify,7,Sunday
2018-07-16,Amazon,98.19,Restaurants,aug_personal_transactions_with_UserId.csv,amazon,7,Monday
2018-07-16,American Tavern,76.4,Restaurants,aug_personal_transactions_with_UserId.csv,american tavern,7,Monday
2018-07-16,Biweekly Paycheck,154.33,Restaurants,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Monday
2018-07-16,BP,192.03,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bp,7,Monday
2018-07-16,Brunch Restaurant,123.95,Movies & Dvds,aug_personal_transactions_with_UserId.csv,brunch restaurant,7,Monday
2018-07-16,Chick-Fil-A,57.08,Mobile Phone,aug_personal_transactions_with_UserId.csv,chick fil a,7,Monday
2018-07-16,Credit Card Payment,129.89,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Monday
2018-07-16,Credit Card Payment,57.37,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,7,Monday
2018-07-16,Credit Card Payment,186.32,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Monday
2018-07-16,Grocery Store,71.28,Haircut,aug_personal_transactions_with_UserId.csv,grocery store,7,Monday
2018-07-16,Phone Company,70.9,Bills & Utilities,aug_personal_transactions_with_UserId.csv,phone company,7,Monday
2018-07-16,Power Company,50.43,Groceries,aug_personal_transactions_with_UserId.csv,power company,7,Monday
2018-07-16,Power Company,107.9,Bills & Utilities,aug_personal_transactions_with_UserId.csv,power company,7,Monday
2018-07-16,Power Company,129.39,Gas & Fuel,aug_personal_transactions_with_UserId.csv,power company,7,Monday
2018-07-16,Power Company,18.25,Haircut,aug_personal_transactions_with_UserId.csv,power company,7,Monday
2018-07-16,Power Company,104.39,Bills & Utilities,aug_personal_transactions_with_UserId.csv,power company,7,Monday
2018-07-16,QuikTrip,93.71,Paycheck,aug_personal_transactions_with_UserId.csv,quiktrip,7,Monday
2018-07-16,Shell,148.33,Groceries,aug_personal_transactions_with_UserId.csv,shell,7,Monday
2018-07-16,Shell,21.84,Credit Card Payment,aug_personal_transactions_with_UserId.csv,shell,7,Monday
2018-07-16,Spotify,72.11,Restaurants,aug_personal_transactions_with_UserId.csv,spotify,7,Monday
2018-07-16,Spotify,180.12,Movies & Dvds,aug_personal_transactions_with_UserId.csv,spotify,7,Monday
2018-07-16,Starbucks,10.56,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,7,Monday
2018-07-17,Bakery Place,128.2,Home Improvement,aug_personal_transactions_with_UserId.csv,bakery place,7,Tuesday
2018-07-17,Barbershop,145.68,Credit Card Payment,aug_personal_transactions_with_UserId.csv,barbershop,7,Tuesday
2018-07-17,Biweekly Paycheck,52.58,Paycheck,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Tuesday
2018-07-17,Biweekly Paycheck,20.47,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Tuesday
2018-07-17,Biweekly Paycheck,137.16,Shopping,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Tuesday
2018-07-17,Biweekly Paycheck,22.31,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Tuesday
2018-07-17,BP,157.52,Shopping,aug_personal_transactions_with_UserId.csv,bp,7,Tuesday
2018-07-17,Brewing Company,145.03,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,brewing company,7,Tuesday
2018-07-17,City Water Charges,35.0,Bills & Utilities,aug_personal_transactions_with_UserId.csv,city water charges,7,Tuesday
2018-07-17,Credit Card Payment,194.11,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-17,Credit Card Payment,129.94,Paycheck,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-17,Credit Card Payment,148.79,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-17,Credit Card Payment,153.68,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,7,Tuesday
2018-07-17,Grocery Store,108.16,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-07-17,Grocery Store,143.52,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-07-17,Power Company,60.0,Bills & Utilities,aug_personal_transactions_with_UserId.csv,power company,7,Tuesday
2018-07-17,Wendy's,15.23,Fast Food,aug_personal_transactions_with_UserId.csv,wendy s,7,Tuesday
2018-07-18,Biweekly Paycheck,115.06,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Wednesday
2018-07-18,City Water Charges,167.24,Coffee Shops,aug_personal_transactions_with_UserId.csv,city water charges,7,Wednesday
2018-07-18,Credit Card Payment,147.43,Haircut,aug_personal_transactions_with_UserId.csv,credit card payment,7,Wednesday
2018-07-18,Grocery Store,9.34,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Wednesday
2018-07-18,Irish Restaurant,28.54,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,irish restaurant,7,Wednesday
2018-07-18,Movie Theater,158.38,Restaurants,aug_personal_transactions_with_UserId.csv,movie theater,7,Wednesday
2018-07-18,QuikTrip,82.28,Bills & Utilities,aug_personal_transactions_with_UserId.csv,quiktrip,7,Wednesday
2018-07-18,Spotify,165.47,Coffee Shops,aug_personal_transactions_with_UserId.csv,spotify,7,Wednesday
2018-07-18,State Farm,75.0,Auto Insurance,aug_personal_transactions_with_UserId.csv,state farm,7,Wednesday
2018-07-18,State Farm,47.91,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,state farm,7,Wednesday
2018-07-19,Amazon,104.82,Coffee Shops,aug_personal_transactions_with_UserId.csv,amazon,7,Thursday
2018-07-19,Amazon Video,145.03,Restaurants,aug_personal_transactions_with_UserId.csv,amazon video,7,Thursday
2018-07-19,American Tavern,43.33,Internet,aug_personal_transactions_with_UserId.csv,american tavern,7,Thursday
2018-07-19,Credit Card Payment,1.36,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,7,Thursday
2018-07-19,Credit Card Payment,188.69,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Thursday
2018-07-19,Grocery Store,189.76,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,grocery store,7,Thursday
2018-07-19,Grocery Store,186.85,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Thursday
2018-07-19,Grocery Store,18.08,Coffee Shops,aug_personal_transactions_with_UserId.csv,grocery store,7,Thursday
2018-07-19,Grocery Store,192.47,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Thursday
2018-07-19,Hardware Store,179.3,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,hardware store,7,Thursday
2018-07-19,Movie Theater,161.3,Internet,aug_personal_transactions_with_UserId.csv,movie theater,7,Thursday
2018-07-19,Power Company,137.17,Auto Insurance,aug_personal_transactions_with_UserId.csv,power company,7,Thursday
2018-07-19,QuikTrip,18.95,Groceries,aug_personal_transactions_with_UserId.csv,quiktrip,7,Thursday
2018-07-19,Seafood Restaurant,132.78,Restaurants,aug_personal_transactions_with_UserId.csv,seafood restaurant,7,Thursday
2018-07-19,Thai Restaurant,61.83,Internet,aug_personal_transactions_with_UserId.csv,thai restaurant,7,Thursday
2018-07-20,Belgian Restaurant,43.13,Groceries,aug_personal_transactions_with_UserId.csv,belgian restaurant,7,Friday
2018-07-20,Biweekly Paycheck,2000.0,Paycheck,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Friday
2018-07-20,Brewing Company,166.44,Paycheck,aug_personal_transactions_with_UserId.csv,brewing company,7,Friday
2018-07-20,Credit Card Payment,61.43,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-20,Credit Card Payment,102.88,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-20,Credit Card Payment,168.58,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-20,Credit Card Payment,6.33,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-20,Credit Card Payment,40.24,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-20,Credit Card Payment,148.69,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-20,Credit Card Payment,167.03,Fast Food,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
2018-07-20,Gas Company,194.07,Coffee Shops,aug_personal_transactions_with_UserId.csv,gas company,7,Friday
2018-07-20,Grocery Store,135.16,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,7,Friday
2018-07-20,Grocery Store,66.71,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Friday
2018-07-20,Hardware Store,89.96,Groceries,aug_personal_transactions_with_UserId.csv,hardware store,7,Friday
2018-07-20,Internet Service Provider,94.82,Bills & Utilities,aug_personal_transactions_with_UserId.csv,internet service provider,7,Friday
2018-07-20,Mortgage Payment,103.85,Restaurants,aug_personal_transactions_with_UserId.csv,mortgage payment,7,Friday
2018-07-20,QuikTrip,37.1,Music,aug_personal_transactions_with_UserId.csv,quiktrip,7,Friday
2018-07-20,Spotify,74.39,Shopping,aug_personal_transactions_with_UserId.csv,spotify,7,Friday
2018-07-20,Starbucks,82.39,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,7,Friday
2018-07-20,Starbucks,173.54,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,starbucks,7,Friday
2018-07-20,State Farm,45.6,Restaurants,aug_personal_transactions_with_UserId.csv,state farm,7,Friday
2018-07-20,State Farm,14.91,Shopping,aug_personal_transactions_with_UserId.csv,state farm,7,Friday
2018-07-20,Vietnamese Restaurant,97.27,Credit Card Payment,aug_personal_transactions_with_UserId.csv,vietnamese restaurant,7,Friday
2018-07-21,Amazon,140.47,Paycheck,aug_personal_transactions_with_UserId.csv,amazon,7,Saturday
2018-07-21,American Tavern,147.64,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,7,Saturday
2018-07-21,Barbershop,30.0,Haircut,aug_personal_transactions_with_UserId.csv,barbershop,7,Saturday
2018-07-21,Biweekly Paycheck,112.17,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Saturday
2018-07-21,Brewing Company,134.32,Bills & Utilities,aug_personal_transactions_with_UserId.csv,brewing company,7,Saturday
2018-07-21,Credit Card Payment,91.68,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,7,Saturday
2018-07-21,Credit Card Payment,89.63,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,7,Saturday
2018-07-21,Grocery Store,28.93,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-21,Grocery Store,32.48,Fast Food,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-21,Grocery Store,114.52,Food & Dining,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-21,Grocery Store,23.87,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2018-07-21,Hardware Store,175.37,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,7,Saturday
2018-07-21,Netflix,171.96,Shopping,aug_personal_transactions_with_UserId.csv,netflix,7,Saturday
2018-07-21,Phone Company,34.99,Gas & Fuel,aug_personal_transactions_with_UserId.csv,phone company,7,Saturday
2018-07-21,Pizza Place,108.53,Auto Insurance,aug_personal_transactions_with_UserId.csv,pizza place,7,Saturday
2018-07-21,Shell,189.1,Groceries,aug_personal_transactions_with_UserId.csv,shell,7,Saturday
2018-07-21,Spotify,165.43,Bills & Utilities,aug_personal_transactions_with_UserId.csv,spotify,7,Saturday
2018-07-22,Amazon,169.35,Home Improvement,aug_personal_transactions_with_UserId.csv,amazon,7,Sunday
2018-07-22,American Tavern,37.28,Paycheck,aug_personal_transactions_with_UserId.csv,american tavern,7,Sunday
2018-07-22,Biweekly Paycheck,77.38,Coffee Shops,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Sunday
2018-07-22,Biweekly Paycheck,42.07,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Sunday
2018-07-22,Brewing Company,128.44,Coffee Shops,aug_personal_transactions_with_UserId.csv,brewing company,7,Sunday
2018-07-22,Brewing Company,65.84,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,7,Sunday
2018-07-22,Credit Card Payment,126.55,Restaurants,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-22,Credit Card Payment,97.62,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-22,Credit Card Payment,136.6,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-22,Credit Card Payment,24.45,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-22,Credit Card Payment,18.8,Paycheck,aug_personal_transactions_with_UserId.csv,credit card payment,7,Sunday
2018-07-22,Gas Company,108.42,Movies & Dvds,aug_personal_transactions_with_UserId.csv,gas company,7,Sunday
2018-07-22,Greek Restaurant,172.19,Home Improvement,aug_personal_transactions_with_UserId.csv,greek restaurant,7,Sunday
2018-07-22,Grocery Store,14.59,Movies & Dvds,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-22,Grocery Store,168.64,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-22,Grocery Store,196.56,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-22,Grocery Store,70.44,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Sunday
2018-07-22,Hardware Store,29.07,Restaurants,aug_personal_transactions_with_UserId.csv,hardware store,7,Sunday
2018-07-22,Mediterranean Restaurant,153.46,Restaurants,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,7,Sunday
2018-07-22,Power Company,55.8,Credit Card Payment,aug_personal_transactions_with_UserId.csv,power company,7,Sunday
2018-07-22,Spotify,195.02,Movies & Dvds,aug_personal_transactions_with_UserId.csv,spotify,7,Sunday
2018-07-22,Starbucks,171.02,Shopping,aug_personal_transactions_with_UserId.csv,starbucks,7,Sunday
2018-07-22,State Farm,109.23,Restaurants,aug_personal_transactions_with_UserId.csv,state farm,7,Sunday
